Stock,LIMIT_UP_PRICE,LIMIT_UP_TIME,BREAK_LIMIT_UP_TIME,Date,Ticker
002368.SZ,31.48,2022-12-12 11:21:20.990,2022-12-12 11:29:55.250,20221212,128078.SZ
002658.SZ,8.76,2022-12-12 10:43:11.590,2022-12-12 15:00:00.000,20221212,128033.SZ
002838.SZ,22.64,2022-12-12 09:32:49.200,2022-12-12 09:36:06.890,20221212,128117.SZ
002864.SZ,44.09,2022-12-12 09:50:34.000,2022-12-12 11:29:52.590,20221212,127057.SZ
000411.SZ,15.94,2022-12-13 09:32:48.030,2022-12-13 11:29:41.190,20221213,127028.SZ
002157.SZ,4.5,2022-12-13 10:57:45.780,2022-12-13 15:00:00.000,20221213,128114.SZ
002840.SZ,17.46,2022-12-13 10:40:47.120,2022-12-13 15:00:00.000,20221213,128106.SZ
002864.SZ,48.5,2022-12-13 14:24:04.870,2022-12-13 14:24:30.340,20221213,127057.SZ
002982.SZ,47.11,2022-12-13 13:00:58.120,2022-12-13 14:19:04.940,20221213,127060.SZ
002989.SZ,17.5,2022-12-13 09:35:50.470,2022-12-13 09:36:15.960,20221213,127055.SZ
300078.SZ,6.1,2022-12-13 09:30:17.650,2022-12-13 09:31:54.720,20221213,123096.SZ
002846.SZ,10.98,2022-12-14 09:40:16.750,2022-12-14 09:46:42.890,20221214,128079.SZ
002542.SZ,3.27,2022-12-15 10:04:38.170,2022-12-15 11:29:52.430,20221215,128037.SZ
002381.SZ,6.82,2022-12-19 09:30:00.070,2022-12-19 09:55:59.680,20221219,127054.SZ
002157.SZ,4.47,2022-12-22 10:07:01.780,2022-12-22 15:00:00.000,20221222,128114.SZ
002174.SZ,9.08,2022-12-22 10:52:13.480,2022-12-22 10:55:32.160,20221222,128074.SZ
002548.SZ,6.13,2022-12-22 10:11:15.570,2022-12-22 15:00:00.000,20221222,128036.SZ
002728.SZ,27.46,2022-12-22 10:59:51.130,2022-12-22 11:00:02.070,20221222,128025.SZ
002864.SZ,44.18,2022-12-22 09:25:00.000,2022-12-22 11:29:59.670,20221222,127057.SZ
002969.SZ,4.25,2022-12-22 09:44:48.550,2022-12-22 13:32:00.320,20221222,127042.SZ
000665.SZ,6.41,2022-12-23 09:51:28.850,2022-12-23 15:00:00.000,20221223,127007.SZ
000928.SZ,6.38,2022-12-23 14:18:56.910,2022-12-23 14:22:02.090,20221223,127029.SZ
002422.SZ,23.98,2022-12-23 09:25:00.000,2022-12-23 13:59:54.540,20221223,127058.SZ
002614.SZ,8.92,2022-12-23 13:33:55.150,2022-12-23 15:00:00.000,20221223,128097.SZ
002864.SZ,48.6,2022-12-23 09:35:12.860,2022-12-23 10:13:53.570,20221223,127057.SZ
002989.SZ,17.41,2022-12-23 10:04:26.260,2022-12-23 15:00:00.000,20221223,127055.SZ
002022.SZ,12.18,2022-12-26 14:22:07.830,2022-12-26 14:23:24.060,20221226,128124.SZ
002658.SZ,8.89,2022-12-26 09:42:05.240,2022-12-26 09:42:08.320,20221226,128033.SZ
002953.SZ,11.75,2022-12-26 14:33:45.160,2022-12-26 15:00:00.000,20221226,128145.SZ
002873.SZ,15.63,2022-12-27 09:30:00.000,2022-12-27 09:30:16.770,20221227,128091.SZ
002953.SZ,12.92,2022-12-27 09:55:18.150,2022-12-27 11:08:46.540,20221227,128145.SZ
300798.SZ,7.1,2022-12-27 10:36:09.750,2022-12-27 14:33:41.260,20221227,123129.SZ
002614.SZ,10.01,2022-12-28 09:39:56.940,2022-12-28 11:29:47.380,20221228,128097.SZ
002953.SZ,14.22,2022-12-28 09:31:31.980,2022-12-28 09:31:49.860,20221228,128145.SZ
002022.SZ,12.09,2022-12-29 09:25:00.000,2022-12-29 10:23:47.930,20221229,128124.SZ
002614.SZ,11.01,2022-12-29 09:25:00.000,2022-12-29 10:04:54.480,20221229,128097.SZ
002953.SZ,15.64,2022-12-29 13:53:08.310,2022-12-29 15:00:00.000,20221229,128145.SZ
002022.SZ,12.69,2022-12-30 09:25:00.000,2022-12-30 09:39:02.420,20221230,128124.SZ
002174.SZ,9.26,2022-12-30 14:11:21.920,2022-12-30 15:00:00.000,20221230,128074.SZ
000665.SZ,7.19,2023-01-03 14:13:09.980,2023-01-03 15:00:00.000,20230103,127007.SZ
002368.SZ,30.94,2023-01-03 10:30:27.440,2023-01-03 10:37:02.570,20230103,128078.SZ
002446.SZ,10.52,2023-01-03 11:25:37.170,2023-01-03 15:00:00.000,20230103,128041.SZ
002174.SZ,10.38,2023-01-04 10:59:42.330,2023-01-04 13:22:23.100,20230104,128074.SZ
002798.SZ,8.29,2023-01-04 09:56:09.920,2023-01-04 14:31:22.710,20230104,127047.SZ
002822.SZ,4.85,2023-01-04 10:20:43.640,2023-01-04 14:17:05.180,20230104,127033.SZ
002918.SZ,19.54,2023-01-04 10:27:55.970,2023-01-04 15:00:00.000,20230104,127044.SZ
002988.SZ,14.94,2023-01-04 09:25:00.000,2023-01-04 09:30:00.170,20230104,127053.SZ
300894.SZ,30.95,2023-01-04 10:01:22.110,2023-01-04 10:01:41.990,20230104,123154.SZ
000665.SZ,7.63,2023-01-05 09:41:34.650,2023-01-05 09:41:40.890,20230105,127007.SZ
002812.SZ,138.16,2023-01-05 11:20:41.240,2023-01-05 11:23:07.840,20230105,128095.SZ
002850.SZ,125.14,2023-01-05 11:04:35.080,2023-01-05 14:26:38.120,20230105,127066.SZ
002989.SZ,17.94,2023-01-05 09:31:16.600,2023-01-05 09:31:32.940,20230105,127055.SZ
000301.SZ,14.54,2023-01-06 09:30:58.770,2023-01-06 15:00:00.000,20230106,127030.SZ
002758.SZ,15.69,2023-01-06 11:17:54.980,2023-01-06 11:29:59.050,20230106,128040.SZ
002833.SZ,14.19,2023-01-06 09:33:49.930,2023-01-06 09:33:50.300,20230106,127041.SZ
002846.SZ,10.79,2023-01-06 09:49:43.490,2023-01-06 11:18:31.570,20230106,128079.SZ
002863.SZ,6.14,2023-01-06 09:45:08.720,2023-01-06 11:29:58.090,20230106,128056.SZ
002929.SZ,46.44,2023-01-06 10:53:53.660,2023-01-06 11:29:32.940,20230106,128140.SZ
002083.SZ,5.25,2023-01-09 09:25:00.000,2023-01-09 11:04:08.610,20230109,128087.SZ
002997.SZ,30.14,2023-01-09 10:20:28.600,2023-01-09 10:20:41.320,20230109,127065.SZ
002717.SZ,3.09,2023-01-10 09:25:00.000,2023-01-10 11:29:58.480,20230110,128044.SZ
002863.SZ,6.76,2023-01-10 14:27:56.350,2023-01-10 14:28:26.070,20230110,128056.SZ
002989.SZ,18.11,2023-01-10 10:00:15.620,2023-01-10 14:03:52.560,20230110,127055.SZ
002717.SZ,3.4,2023-01-11 09:25:00.000,2023-01-11 11:29:50.930,20230111,128044.SZ
002949.SZ,16.15,2023-01-11 10:43:10.760,2023-01-11 10:47:54.150,20230111,128125.SZ
002368.SZ,32.41,2023-01-12 14:05:19.170,2023-01-12 14:26:30.820,20230112,128078.SZ
002806.SZ,11.65,2023-01-12 09:46:12.200,2023-01-12 14:03:48.850,20230112,128082.SZ
002823.SZ,10.92,2023-01-12 09:59:29.660,2023-01-12 09:59:59.280,20230112,128042.SZ
000700.SZ,5.32,2023-01-13 13:16:08.630,2023-01-13 13:17:15.490,20230113,127004.SZ
002616.SZ,5.53,2023-01-13 09:25:00.000,2023-01-13 09:31:25.050,20230113,128105.SZ
002368.SZ,34.08,2023-01-16 09:56:24.150,2023-01-16 10:02:17.890,20230116,128078.SZ
002851.SZ,27.84,2023-01-16 11:00:30.410,2023-01-16 11:10:51.950,20230116,127074.SZ
002961.SZ,16.21,2023-01-17 10:52:31.900,2023-01-17 11:03:05.340,20230117,128116.SZ
002975.SZ,37.1,2023-01-17 09:31:29.070,2023-01-17 09:31:43.670,20230117,127051.SZ
002807.SZ,4.48,2023-01-18 10:59:47.050,2023-01-18 11:03:40.780,20230118,128034.SZ
002368.SZ,38.92,2023-01-19 10:45:00.720,2023-01-19 10:46:53.760,20230119,128078.SZ
002961.SZ,17.53,2023-01-19 09:36:52.710,2023-01-19 09:36:56.210,20230119,128116.SZ
002787.SZ,7.38,2023-01-20 09:40:59.870,2023-01-20 15:00:00.000,20230120,128049.SZ
002002.SZ,3.12,2023-01-30 10:04:13.560,2023-01-30 10:05:13.070,20230130,128085.SZ
002772.SZ,9.13,2023-01-30 10:26:45.530,2023-01-30 11:29:50.200,20230130,128026.SZ
002787.SZ,8.12,2023-01-30 09:45:00.900,2023-01-30 11:29:59.280,20230130,128049.SZ
002812.SZ,164.92,2023-01-30 09:30:55.770,2023-01-30 09:31:01.150,20230130,128095.SZ
002850.SZ,153.03,2023-01-30 09:30:31.150,2023-01-30 11:18:25.370,20230130,127066.SZ
002863.SZ,6.57,2023-01-30 09:37:29.300,2023-01-30 11:29:53.930,20230130,128056.SZ
002877.SZ,8.03,2023-01-30 13:00:37.030,2023-01-30 15:00:00.000,20230130,128070.SZ
002953.SZ,14.21,2023-01-30 14:45:52.200,2023-01-30 15:00:00.000,20230130,128145.SZ
002997.SZ,30.43,2023-01-30 10:21:27.710,2023-01-30 11:22:56.710,20230130,127065.SZ
300229.SZ,16.18,2023-01-30 09:25:00.000,2023-01-30 09:33:37.320,20230130,123105.SZ
002717.SZ,3.3,2023-01-31 11:02:58.000,2023-01-31 11:29:58.600,20230131,128044.SZ
002863.SZ,7.23,2023-01-31 09:36:51.170,2023-01-31 09:37:28.400,20230131,128056.SZ
002877.SZ,8.83,2023-01-31 09:30:07.870,2023-01-31 11:15:52.990,20230131,128070.SZ
000065.SZ,9.82,2023-02-01 14:12:46.030,2023-02-01 14:24:32.740,20230201,127014.SZ
000928.SZ,7.08,2023-02-01 13:14:37.840,2023-02-01 13:15:13.880,20230201,127029.SZ
002717.SZ,3.54,2023-02-01 09:37:18.830,2023-02-01 09:38:13.680,20230201,128044.SZ
002842.SZ,9.35,2023-02-01 09:45:56.830,2023-02-01 13:16:12.360,20230201,128072.SZ
002877.SZ,9.71,2023-02-01 09:25:00.000,2023-02-01 11:11:34.390,20230201,128070.SZ
002961.SZ,17.34,2023-02-01 14:20:06.340,2023-02-01 14:25:04.410,20230201,128116.SZ
000070.SZ,8.12,2023-02-02 11:28:47.160,2023-02-02 11:29:59.970,20230202,127021.SZ
002787.SZ,8.28,2023-02-02 10:38:03.860,2023-02-02 10:44:54.480,20230202,128049.SZ
002842.SZ,10.28,2023-02-02 09:33:43.600,2023-02-02 11:29:45.120,20230202,128072.SZ
002877.SZ,10.68,2023-02-02 09:25:00.000,2023-02-02 09:30:28.060,20230202,128070.SZ
002931.SZ,12.55,2023-02-02 10:34:48.470,2023-02-02 10:45:01.090,20230202,128143.SZ
002368.SZ,41.98,2023-02-03 14:11:21.680,2023-02-03 15:00:00.000,20230203,128078.SZ
002717.SZ,3.7,2023-02-03 13:45:23.770,2023-02-03 13:46:38.180,20230203,128044.SZ
002798.SZ,8.64,2023-02-03 09:32:06.100,2023-02-03 09:35:24.980,20230203,127047.SZ
002806.SZ,12.73,2023-02-03 10:08:55.780,2023-02-03 11:29:58.730,20230203,128082.SZ
002842.SZ,11.32,2023-02-03 10:13:30.330,2023-02-03 11:29:13.620,20230203,128072.SZ
002877.SZ,11.75,2023-02-03 09:35:55.140,2023-02-03 11:29:54.500,20230203,128070.SZ
000967.SZ,5.36,2023-02-06 09:30:00.040,2023-02-06 09:30:00.040,20230206,127024.SZ
002224.SZ,5.18,2023-02-06 09:46:59.730,2023-02-06 14:31:47.420,20230206,128039.SZ
002406.SZ,5.98,2023-02-06 09:36:16.140,2023-02-06 09:36:52.650,20230206,128075.SZ
002806.SZ,14.0,2023-02-06 09:30:04.980,2023-02-06 11:11:49.740,20230206,128082.SZ
002877.SZ,12.92,2023-02-06 13:32:03.670,2023-02-06 13:32:07.900,20230206,128070.SZ
002008.SZ,31.24,2023-02-07 11:00:54.900,2023-02-07 11:01:08.490,20230207,128035.SZ
002050.SZ,27.38,2023-02-07 10:54:30.440,2023-02-07 15:00:00.000,20230207,127036.SZ
002722.SZ,15.66,2023-02-07 09:46:06.290,2023-02-07 13:19:00.120,20230207,128076.SZ
002806.SZ,15.4,2023-02-07 10:07:45.920,2023-02-07 11:29:53.930,20230207,128082.SZ
300539.SZ,14.98,2023-02-07 10:38:23.770,2023-02-07 10:39:10.900,20230207,123013.SZ
002722.SZ,17.23,2023-02-08 09:30:04.050,2023-02-08 11:11:48.320,20230208,128076.SZ
002798.SZ,9.08,2023-02-08 09:42:32.700,2023-02-08 09:42:39.520,20230208,127047.SZ
002806.SZ,16.94,2023-02-08 10:58:48.090,2023-02-08 11:18:03.230,20230208,128082.SZ
300473.SZ,24.07,2023-02-08 13:05:27.880,2023-02-08 13:20:58.550,20230208,123011.SZ
002368.SZ,42.52,2023-02-09 14:33:20.190,2023-02-09 14:34:20.260,20230209,128078.SZ
002406.SZ,5.85,2023-02-09 09:32:12.880,2023-02-09 09:34:23.810,20230209,128075.SZ
002568.SZ,39.44,2023-02-09 10:05:10.880,2023-02-09 15:00:00.000,20230209,127046.SZ
002717.SZ,4.17,2023-02-09 13:15:08.790,2023-02-09 13:18:01.930,20230209,128044.SZ
002734.SZ,11.48,2023-02-09 09:30:27.040,2023-02-09 09:46:06.110,20230209,128144.SZ
002228.SZ,3.74,2023-02-10 09:41:45.700,2023-02-10 15:00:00.000,20230210,128071.SZ
002787.SZ,8.71,2023-02-10 09:37:14.290,2023-02-10 09:37:25.980,20230210,128049.SZ
002877.SZ,11.81,2023-02-10 11:14:47.120,2023-02-10 11:16:51.230,20230210,128070.SZ
002946.SZ,15.58,2023-02-10 13:00:57.400,2023-02-10 15:00:00.000,20230210,128142.SZ
002734.SZ,11.85,2023-02-13 11:12:59.700,2023-02-13 11:29:59.620,20230213,128144.SZ
002946.SZ,17.14,2023-02-13 10:00:21.240,2023-02-13 10:21:47.560,20230213,128142.SZ
300229.SZ,24.48,2023-02-13 14:19:13.200,2023-02-13 14:27:21.050,20230213,123105.SZ
002877.SZ,11.47,2023-02-15 09:35:36.670,2023-02-15 11:29:56.590,20230215,128070.SZ
000411.SZ,13.65,2023-02-16 09:34:07.170,2023-02-16 11:28:55.930,20230216,127028.SZ
002406.SZ,6.14,2023-02-16 11:26:47.740,2023-02-16 11:29:59.620,20230216,128075.SZ
002722.SZ,18.66,2023-02-16 10:44:35.870,2023-02-16 14:17:44.560,20230216,128076.SZ
002728.SZ,23.32,2023-02-16 11:28:13.220,2023-02-16 11:29:35.080,20230216,128025.SZ
002728.SZ,25.65,2023-02-17 13:00:05.310,2023-02-17 15:00:00.000,20230217,128025.SZ
002877.SZ,12.16,2023-02-17 14:31:51.520,2023-02-17 15:00:00.000,20230217,128070.SZ
002953.SZ,14.74,2023-02-17 09:33:05.860,2023-02-17 09:34:27.190,20230217,128145.SZ
002921.SZ,16.65,2023-02-20 09:39:47.860,2023-02-20 09:41:01.670,20230220,128120.SZ
002368.SZ,41.71,2023-02-22 13:00:21.210,2023-02-22 15:00:00.000,20230222,128078.SZ
002833.SZ,18.29,2023-02-22 09:42:27.130,2023-02-22 09:43:28.660,20230222,127041.SZ
002022.SZ,13.3,2023-02-23 10:57:02.130,2023-02-23 10:58:15.080,20230223,128124.SZ
000761.SZ,3.69,2023-02-27 09:37:48.600,2023-02-27 10:28:55.600,20230227,127018.SZ
002368.SZ,43.57,2023-02-28 09:36:44.710,2023-02-28 09:36:59.420,20230228,128078.SZ
002728.SZ,27.39,2023-02-28 14:03:00.090,2023-02-28 15:00:00.000,20230228,128025.SZ
002861.SZ,13.0,2023-02-28 09:42:29.390,2023-02-28 09:43:01.170,20230228,128118.SZ
000928.SZ,8.11,2023-03-02 10:42:39.660,2023-03-02 10:43:14.150,20230302,127029.SZ
002918.SZ,23.09,2023-03-02 11:16:59.660,2023-03-02 11:29:55.990,20230302,127044.SZ
002406.SZ,6.38,2023-03-03 09:32:37.270,2023-03-03 11:29:59.310,20230303,128075.SZ
002446.SZ,11.15,2023-03-06 09:33:45.680,2023-03-06 11:29:59.130,20230306,128041.SZ
300778.SZ,17.42,2023-03-07 14:48:24.740,2023-03-07 15:00:00.000,20230307,123136.SZ
300778.SZ,20.9,2023-03-08 14:42:17.560,2023-03-08 15:00:00.000,20230308,123136.SZ
300778.SZ,25.08,2023-03-09 13:15:26.590,2023-03-09 15:00:00.000,20230309,123136.SZ
300605.SZ,18.97,2023-03-10 09:59:39.670,2023-03-10 10:02:19.690,20230310,123173.SZ
000065.SZ,12.39,2023-03-13 09:25:00.000,2023-03-13 14:03:49.450,20230313,127014.SZ
000070.SZ,8.9,2023-03-13 09:40:26.390,2023-03-13 10:00:51.760,20230313,127021.SZ
300624.SZ,65.28,2023-03-13 14:00:32.020,2023-03-13 15:00:00.000,20230313,123116.SZ
000065.SZ,13.63,2023-03-14 09:25:00.000,2023-03-14 09:30:00.000,20230314,127014.SZ
002368.SZ,49.21,2023-03-14 13:07:44.910,2023-03-14 13:07:57.150,20230314,128078.SZ
000065.SZ,14.33,2023-03-15 10:20:14.070,2023-03-15 10:20:26.470,20230315,127014.SZ
002787.SZ,8.45,2023-03-15 10:08:45.730,2023-03-15 11:06:43.890,20230315,128049.SZ
002864.SZ,37.84,2023-03-15 10:06:23.270,2023-03-15 11:28:32.840,20230315,127057.SZ
002941.SZ,15.14,2023-03-15 13:15:04.870,2023-03-15 15:00:00.000,20230315,128132.SZ
000065.SZ,15.76,2023-03-16 09:42:31.190,2023-03-16 10:16:23.450,20230316,127014.SZ
000065.SZ,17.34,2023-03-17 09:48:22.960,2023-03-17 15:00:00.000,20230317,127014.SZ
002811.SZ,8.86,2023-03-17 09:40:36.480,2023-03-17 09:40:46.820,20230317,128066.SZ
002174.SZ,12.54,2023-03-20 09:31:22.960,2023-03-20 09:31:41.020,20230320,128074.SZ
002398.SZ,6.94,2023-03-20 10:11:45.000,2023-03-20 15:00:00.000,20230320,127062.SZ
002864.SZ,39.72,2023-03-21 10:08:17.160,2023-03-21 11:29:39.590,20230321,127057.SZ
002949.SZ,17.12,2023-03-22 09:31:03.380,2023-03-22 13:59:14.000,20230322,128125.SZ
002049.SZ,110.13,2023-03-23 13:47:13.340,2023-03-23 15:00:00.000,20230323,127038.SZ
002717.SZ,3.98,2023-03-23 09:25:00.000,2023-03-23 09:45:16.710,20230323,128044.SZ
000070.SZ,10.43,2023-03-24 11:25:48.580,2023-03-24 11:26:12.060,20230324,127021.SZ
300655.SZ,23.15,2023-03-27 10:01:22.760,2023-03-27 10:50:40.890,20230327,123031.SZ
300655.SZ,23.15,2023-03-27 10:01:22.760,2023-03-27 10:50:40.890,20230327,123124.SZ
002717.SZ,4.36,2023-03-28 09:47:39.090,2023-03-28 10:08:11.140,20230328,128044.SZ
002022.SZ,13.02,2023-03-30 14:34:56.810,2023-03-30 14:53:23.910,20230330,128124.SZ
300253.SZ,13.87,2023-03-31 14:07:42.930,2023-03-31 15:00:00.000,20230331,123104.SZ
002022.SZ,14.3,2023-04-04 09:32:16.930,2023-04-04 09:33:00.960,20230404,128124.SZ
002430.SZ,38.83,2023-04-04 13:57:02.500,2023-04-04 13:59:32.920,20230404,127064.SZ
300303.SZ,5.77,2023-04-04 11:27:15.500,2023-04-04 11:27:31.940,20230404,123050.SZ
002534.SZ,15.8,2023-04-07 09:30:00.050,2023-04-07 11:04:05.310,20230407,127052.SZ
002851.SZ,29.85,2023-04-07 10:09:36.930,2023-04-07 15:00:00.000,20230407,127074.SZ
000928.SZ,8.27,2023-04-10 10:48:21.210,2023-04-10 11:29:53.150,20230410,127029.SZ
002534.SZ,17.38,2023-04-10 09:45:49.690,2023-04-10 09:46:19.540,20230410,127052.SZ
002941.SZ,17.47,2023-04-10 09:40:57.710,2023-04-10 09:41:08.840,20230410,128132.SZ
002534.SZ,19.12,2023-04-11 13:08:56.650,2023-04-11 13:09:59.450,20230411,127052.SZ
002772.SZ,10.58,2023-04-11 09:25:00.000,2023-04-11 10:40:17.390,20230411,128026.SZ
002174.SZ,15.51,2023-04-12 10:57:23.580,2023-04-12 15:00:00.000,20230412,128074.SZ
002772.SZ,11.64,2023-04-12 09:30:56.660,2023-04-12 09:33:03.070,20230412,128026.SZ
300567.SZ,90.77,2023-04-12 13:03:01.130,2023-04-12 13:06:58.890,20230412,123025.SZ
300567.SZ,90.77,2023-04-12 13:03:01.130,2023-04-12 13:06:58.890,20230412,123176.SZ
300624.SZ,89.52,2023-04-12 10:47:20.760,2023-04-12 10:50:20.270,20230412,123116.SZ
002503.SZ,1.04,2023-04-13 09:47:17.490,2023-04-13 09:51:54.720,20230413,128100.SZ
300778.SZ,22.32,2023-04-13 14:12:29.910,2023-04-13 15:00:00.000,20230413,123136.SZ
002126.SZ,14.55,2023-04-14 10:26:00.470,2023-04-14 11:29:21.230,20230414,127037.SZ
003043.SZ,70.33,2023-04-14 13:08:06.050,2023-04-14 14:48:48.040,20230414,127079.SZ
300567.SZ,112.9,2023-04-14 13:09:03.350,2023-04-14 13:09:14.810,20230414,123025.SZ
300567.SZ,112.9,2023-04-14 13:09:03.350,2023-04-14 13:09:14.810,20230414,123176.SZ
000065.SZ,17.37,2023-04-17 13:06:54.860,2023-04-17 13:22:40.920,20230417,127014.SZ
002959.SZ,75.87,2023-04-17 09:25:00.000,2023-04-17 11:10:03.170,20230417,127069.SZ
002959.SZ,83.46,2023-04-18 09:37:29.100,2023-04-18 09:57:31.980,20230418,127069.SZ
002436.SZ,15.07,2023-04-19 11:23:07.550,2023-04-19 14:54:40.800,20230419,128122.SZ
002975.SZ,49.28,2023-04-19 13:01:54.280,2023-04-19 15:00:00.000,20230419,127051.SZ
002988.SZ,17.44,2023-04-19 13:47:02.900,2023-04-19 15:00:00.000,20230419,127053.SZ
300624.SZ,108.05,2023-04-20 14:40:47.660,2023-04-20 15:00:00.000,20230420,123116.SZ
002174.SZ,18.35,2023-04-21 09:31:34.020,2023-04-21 09:33:38.880,20230421,128074.SZ
002174.SZ,19.42,2023-04-24 10:35:20.550,2023-04-24 10:35:25.330,20230424,128074.SZ
002174.SZ,21.67,2023-04-26 14:04:06.880,2023-04-26 14:11:06.770,20230426,128074.SZ
002534.SZ,17.58,2023-04-26 10:57:36.410,2023-04-26 11:29:53.400,20230426,127052.SZ
300545.SZ,24.25,2023-04-26 10:48:22.080,2023-04-26 11:29:53.600,20230426,123038.SZ
002949.SZ,15.82,2023-04-27 13:02:07.170,2023-04-27 15:00:00.000,20230427,128125.SZ
000065.SZ,18.15,2023-04-28 13:35:49.740,2023-04-28 13:49:26.690,20230428,127014.SZ
002174.SZ,22.75,2023-04-28 13:20:31.930,2023-04-28 13:21:07.340,20230428,128074.SZ
002436.SZ,14.76,2023-04-28 09:37:41.670,2023-04-28 09:47:53.420,20230428,128122.SZ
300624.SZ,140.4,2023-04-28 10:56:37.830,2023-04-28 15:00:00.000,20230428,123116.SZ
301085.SZ,45.22,2023-04-28 11:00:31.070,2023-04-28 11:29:40.940,20230428,123181.SZ
000928.SZ,9.75,2023-05-04 10:11:31.120,2023-05-04 11:29:57.280,20230504,127029.SZ
002174.SZ,24.12,2023-05-04 13:48:26.860,2023-05-04 13:48:56.880,20230504,128074.SZ
002851.SZ,33.07,2023-05-04 09:46:05.770,2023-05-04 10:05:31.420,20230504,127074.SZ
002174.SZ,26.53,2023-05-05 11:10:58.740,2023-05-05 11:12:35.380,20230505,128074.SZ
002430.SZ,42.58,2023-05-05 13:45:09.100,2023-05-05 15:00:00.000,20230505,127064.SZ
300778.SZ,23.99,2023-05-05 09:38:59.200,2023-05-05 15:00:00.000,20230505,123136.SZ
000928.SZ,11.07,2023-05-08 14:35:59.400,2023-05-08 15:00:00.000,20230508,127029.SZ
002949.SZ,19.59,2023-05-08 09:30:52.880,2023-05-08 09:32:32.390,20230508,128125.SZ
000928.SZ,12.18,2023-05-09 10:29:11.980,2023-05-09 10:29:56.870,20230509,127029.SZ
002941.SZ,21.52,2023-05-09 11:00:55.320,2023-05-09 15:00:00.000,20230509,128132.SZ
003009.SZ,49.83,2023-05-09 09:57:57.800,2023-05-09 09:59:07.860,20230509,127071.SZ
002846.SZ,9.3,2023-05-10 11:04:31.280,2023-05-10 11:29:25.800,20230510,128079.SZ
002850.SZ,145.0,2023-05-10 13:23:26.790,2023-05-10 13:25:34.490,20230510,127066.SZ
003004.SZ,29.37,2023-05-10 09:31:02.660,2023-05-10 10:55:09.310,20230510,127080.SZ
002534.SZ,17.9,2023-05-11 10:14:26.860,2023-05-11 11:29:59.960,20230511,127052.SZ
002738.SZ,85.77,2023-05-15 11:10:38.450,2023-05-15 11:11:35.330,20230515,128111.SZ
002749.SZ,10.98,2023-05-15 10:16:41.700,2023-05-15 11:29:38.600,20230515,128123.SZ
002846.SZ,10.05,2023-05-15 13:11:06.240,2023-05-15 15:00:00.000,20230515,128079.SZ
002157.SZ,1.96,2023-05-16 09:34:36.810,2023-05-16 15:00:00.000,20230516,128114.SZ
002846.SZ,11.06,2023-05-16 09:34:05.820,2023-05-16 09:34:26.230,20230516,128079.SZ
002083.SZ,4.88,2023-05-17 09:30:12.080,2023-05-17 09:30:26.210,20230517,128087.SZ
002157.SZ,2.06,2023-05-17 09:49:05.910,2023-05-17 09:49:22.440,20230517,128114.SZ
003009.SZ,50.76,2023-05-17 10:12:12.100,2023-05-17 15:00:00.000,20230517,127071.SZ
002157.SZ,2.16,2023-05-18 09:25:00.000,2023-05-18 13:09:50.030,20230518,128114.SZ
002174.SZ,20.21,2023-05-18 13:56:37.730,2023-05-18 14:17:50.620,20230518,128074.SZ
002376.SZ,8.13,2023-05-18 13:03:10.850,2023-05-18 15:00:00.000,20230518,128083.SZ
002157.SZ,2.27,2023-05-19 09:30:24.060,2023-05-19 11:14:04.890,20230519,128114.SZ
002406.SZ,5.97,2023-05-19 09:39:58.290,2023-05-19 11:29:20.530,20230519,128075.SZ
002717.SZ,3.47,2023-05-19 09:34:05.380,2023-05-19 09:34:49.580,20230519,128044.SZ
002157.SZ,2.38,2023-05-22 09:25:00.000,2023-05-22 14:24:21.650,20230522,128114.SZ
002157.SZ,2.5,2023-05-23 09:25:00.000,2023-05-23 10:51:07.810,20230523,128114.SZ
002728.SZ,25.37,2023-05-23 13:27:55.680,2023-05-23 15:00:00.000,20230523,128025.SZ
002157.SZ,2.63,2023-05-24 09:25:00.000,2023-05-24 10:30:41.000,20230524,128114.SZ
002534.SZ,19.82,2023-05-24 13:08:03.900,2023-05-24 13:24:21.890,20230524,127052.SZ
002083.SZ,5.03,2023-05-25 11:13:34.010,2023-05-25 15:00:00.000,20230525,128087.SZ
002157.SZ,2.5,2023-05-25 10:45:28.920,2023-05-25 13:10:23.840,20230525,128114.SZ
002921.SZ,15.97,2023-05-25 09:45:57.010,2023-05-25 09:46:31.480,20230525,128120.SZ
300486.SZ,11.36,2023-05-25 10:11:07.650,2023-05-25 10:11:48.730,20230525,123162.SZ
003004.SZ,31.1,2023-05-26 10:02:15.550,2023-05-26 14:00:00.340,20230526,127080.SZ
002157.SZ,2.39,2023-05-31 13:20:55.510,2023-05-31 15:00:00.000,20230531,128114.SZ
002036.SZ,10.37,2023-06-02 11:13:15.990,2023-06-02 11:29:59.540,20230602,128101.SZ
002174.SZ,21.13,2023-06-02 10:57:53.630,2023-06-02 11:29:54.580,20230602,128074.SZ
301085.SZ,56.72,2023-06-05 09:46:07.020,2023-06-05 11:29:54.910,20230605,123181.SZ
002157.SZ,2.47,2023-06-06 11:05:23.020,2023-06-06 11:21:37.470,20230606,128114.SZ
002806.SZ,12.39,2023-06-06 13:49:55.790,2023-06-06 13:50:06.190,20230606,128082.SZ
002989.SZ,16.12,2023-06-06 10:17:13.540,2023-06-06 11:29:34.200,20230606,127055.SZ
301085.SZ,79.43,2023-06-07 14:04:52.380,2023-06-07 14:13:46.870,20230607,123181.SZ
